epoch,temperature,currentCost,bestCost,acceptedWorse,acceptedBetter
425,5969.75,5.28156e+07,5.1838e+07,151409,152244
426,5939.9,5.26736e+07,5.1838e+07,151560,151446
427,5910.2,5.24505e+07,5.1618e+07,150932,150795
428,5880.65,5.29555e+07,5.15736e+07,150916,150608
429,5851.25,5.22259e+07,5.15736e+07,150559,150202
430,5821.99,5.26277e+07,5.15736e+07,150116,149798
431,5792.88,5.26803e+07,5.15464e+07,150039,149747
432,5763.92,5.21824e+07,5.1245e+07,149201,149502
433,5735.1,5.1867e+07,5.1245e+07,148407,148341
434,5706.42,5.25159e+07,5.1245e+07,148515,148112
435,5677.89,5.15029e+07,5.09907e+07,147738,147913
436,5649.5,5.19019e+07,5.09453e+07,147202,147013
437,5621.25,5.1647e+07,5.04683e+07,146799,146447
438,5593.15,5.1774e+07,5.04683e+07,146473,146800
439,5565.18,5.16227e+07,5.04683e+07,145884,145395
440,5537.36,5.13462e+07,5.01063e+07,144977,144960
441,5509.67,5.11276e+07,5.00393e+07,144368,144657
442,5482.12,5.05902e+07,4.99096e+07,144208,143702
443,5454.71,5.09944e+07,4.99096e+07,143829,144003
444,5427.44,5.09438e+07,4.99096e+07,143627,143302
445,5400.3,5.08299e+07,4.99096e+07,143178,143049
446,5373.3,4.9844e+07,4.97183e+07,142641,143050
447,5346.43,5.09006e+07,4.97109e+07,142273,142013
448,5319.7,5.02391e+07,4.92745e+07,141428,141361
449,5293.1,5.0109e+07,4.92745e+07,140850,140503
450,5266.64,5.03167e+07,4.91048e+07,141113,140485
451,5240.3,5.07557e+07,4.91048e+07,141059,140854
452,5214.1,5.06359e+07,4.91048e+07,140396,140443
453,5188.03,4.94288e+07,4.91048e+07,139695,139604
454,5162.09,4.9087e+07,4.90222e+07,139180,138967
455,5136.28,4.97113e+07,4.8934e+07,138177,138641
456,5110.6,4.9534e+07,4.88491e+07,138365,138507
457,5085.05,4.97557e+07,4.88491e+07,137713,138391
458,5059.62,5.02768e+07,4.86902e+07,138045,137972
459,5034.32,4.95431e+07,4.84695e+07,136383,136721
460,5009.15,4.88547e+07,4.84214e+07,136430,136239
461,4984.1,4.87447e+07,4.81947e+07,135791,135737
462,4959.18,4.86568e+07,4.81947e+07,135910,135775
463,4934.39,4.85998e+07,4.80573e+07,135055,135111
464,4909.72,4.91233e+07,4.77495e+07,134471,134183
465,4885.17,4.88742e+07,4.77495e+07,133963,133938
466,4860.74,4.82135e+07,4.77495e+07,133674,133209
467,4836.44,4.86176e+07,4.7393e+07,132629,132747
468,4812.26,4.79378e+07,4.70591e+07,132358,132471
469,4788.19,4.72118e+07,4.70591e+07,132016,132099
470,4764.25,4.80504e+07,4.70591e+07,131380,131356
471,4740.43,4.83103e+07,4.68294e+07,131181,131243
472,4716.73,4.80103e+07,4.67816e+07,131198,130987
473,4693.15,4.81221e+07,4.67816e+07,130883,130233
474,4669.68,4.76433e+07,4.67121e+07,129917,130042
475,4646.33,4.80087e+07,4.67121e+07,129452,129938
476,4623.1,4.75917e+07,4.67121e+07,129403,129044
477,4599.99,4.75957e+07,4.67103e+07,128924,129213
478,4576.99,4.68639e+07,4.63714e+07,128276,127831
